username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:24,0,"""The Pandemic’s Big Mystery: How Deadly Is the Coronavirus?"" https://t.co/VJmMx8vOXM #news #popular #klout https://t.co/G0qWKRXqZD","[{'text': 'news', 'indices': [85, 90]}, {'text': 'popular', 'indices': [91, 99]}, {'text': 'klout', 'indices': [100, 106]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:23,0,"""239 Experts With 1 Big Claim: The Coronavirus Is Airborne"" https://t.co/CvTMXeUZHN #news #popular #klout https://t.co/VoCMky82zp","[{'text': 'news', 'indices': [84, 89]}, {'text': 'popular', 'indices': [90, 98]}, {'text': 'klout', 'indices': [99, 105]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:22,0,"""How Safe Are Outdoor Gatherings?"" https://t.co/en21gJKuqh #news #popular #klout https://t.co/gZ03xWKOt9","[{'text': 'news', 'indices': [59, 64]}, {'text': 'popular', 'indices': [65, 73]}, {'text': 'klout', 'indices': [74, 80]}]"
edaccessible,"Yani's Husband, Nicki & Val's Father. A11y Strategist. Diversity & Inclusion ♿️ Director of Compliance at @essentia11y | Board Member. MMA Fan. God always","Brunswick, MD",119108,113838,379207,2009-04-06 19:23:22,2020-07-05 07:50:21,0,"""Trump Uses Mount Rushmore Speech to Deliver Divisive Culture War Message"" https://t.co/F2JYTX5Eea #news #popular #klout https://t.co/BuJYDzpCK2","[{'text': 'news', 'indices': [99, 104]}, {'text': 'popular', 'indices': [105, 113]}, {'text': 'klout', 'indices': [114, 120]}]"
FlashJewelry,"Royal Flash Jewelry Studio, #Handmade #Jewelry on #Etsy, Please RT pinned. Thanks! (I #FB)",,722,2451,101222,2018-06-22 09:23:56,2020-07-05 07:46:45,1,#Slim Lab #Sapphire 14K Rose #Gold Band https://t.co/4nWXAc9ALi #etsyretwt #jewelryaddict #streetfashion #popular #etsyhunter,"[{'text': 'Slim', 'indices': [0, 5]}, {'text': 'Sapphire', 'indices': [10, 19]}, {'text': 'Gold', 'indices': [29, 34]}, {'text': 'etsyretwt', 'indices': [64, 74]}, {'text': 'jewelryaddict', 'indices': [75, 89]}, {'text': 'streetfashion', 'indices': [90, 104]}, {'text': 'popular', 'indices': [105, 113]}, {'text': 'etsyhunter', 'indices': [114, 125]}]"
DennisEzennaya,"just tryna live my life,always chasing 🏃 the bag forextrader/song writer 🎶/recording artist/footballer 🏀⚽ ....https://t.co/x7FXzt8068👨🏿‍💻💸💰💵📉📊","Lagos, Nigeria",322,183,716,2019-07-13 11:38:17,2020-07-05 07:43:52,1,"We rise by lifting other, always staying together forever #family #brothers #brotherhood #popular #instagood #iphonesia #photooftheday #instamood #picoftheday #bestoftheday #instadaily #igdaily #instagramhub… https://t.co/Vq0egg4WXS","[{'text': 'family', 'indices': [58, 65]}, {'text': 'brothers', 'indices': [66, 75]}, {'text': 'brotherhood', 'indices': [76, 88]}, {'text': 'popular', 'indices': [89, 97]}, {'text': 'instagood', 'indices': [98, 108]}, {'text': 'iphonesia', 'indices': [109, 119]}, {'text': 'photooftheday', 'indices': [120, 134]}, {'text': 'instamood', 'indices': [135, 145]}, {'text': 'picoftheday', 'indices': [146, 158]}, {'text': 'bestoftheday', 'indices': [159, 172]}, {'text': 'instadaily', 'indices': [173, 184]}, {'text': 'igdaily', 'indices': [185, 193]}, {'text': 'instagramhub', 'indices': [194, 207]}]"
DeniseM57148135,,,0,5,100,2020-05-27 18:16:24,2020-07-05 07:17:28,0,"It's not gray,"" Clary felt compelled to point out. ""It's green."" ""If there was such a thing as terminal literalism, you'd have died in childhood,"" said Jace. #popular #summer https://t.co/AIigfshyIo","[{'text': 'popular', 'indices': [158, 166]}, {'text': 'summer', 'indices': [167, 174]}]"
CrystalMyles19,,,89,13,129,2020-05-13 07:03:21,2020-07-05 07:01:42,0,#popular datingsites #curvy https://t.co/lmH4bXX10J,"[{'text': 'popular', 'indices': [0, 8]}, {'text': 'curvy', 'indices': [21, 27]}]"
cryptopaymon,"A bot to track crypto (Bitcoin) transactions (donation, ransom, misc). To add/remove/update addresses, contact @7h3rAm.",in a cloud,0,74,6121,2017-07-12 17:45:33,2020-07-05 07:01:03,0,"☄ AddressCategory: #Popular (35 wallets / 151 addresses):
🔗 Txs: 206.44K (avg: 1.37K)
📈 Input: 12.57M BTC / 113.89B USD (avg: 83.25K BTC / 754.25M USD)
⚖ Balance: 137.94K BTC / 1.25B USD (avg: 913.51 BTC / 8.28M USD)
#cryptopaymon 🤖🎭🤔 https://t.co/OFWidYmnxs","[{'text': 'Popular', 'indices': [19, 27]}, {'text': 'cryptopaymon', 'indices': [217, 230]}]"
maccky23,#Retail #Fashion #Travel #Invest  #leader #learner #reader ✨,,228,121,642,2014-02-23 17:26:42,2020-07-05 06:56:02,0,when #celebrity #brand parters with #popular #brand 🤩 #YeezyBoost #kaynewest #KinKan #Retail #circus https://t.co/Eu3lnZSweZ,"[{'text': 'celebrity', 'indices': [5, 15]}, {'text': 'brand', 'indices': [16, 22]}, {'text': 'popular', 'indices': [36, 44]}, {'text': 'brand', 'indices': [45, 51]}, {'text': 'YeezyBoost', 'indices': [54, 65]}, {'text': 'kaynewest', 'indices': [66, 76]}, {'text': 'KinKan', 'indices': [77, 84]}, {'text': 'Retail', 'indices': [85, 92]}, {'text': 'circus', 'indices': [93, 100]}]"
be_nvr,Peachy Squad 🌸🦄,Somewhere in the map :p,26,2,73,2020-05-16 13:21:25,2020-07-05 06:21:50,0,"@ygofficialblink #BLACKPINKINYOURAREA Shortly after 3:40, SBS #popular song #BLACKPINK will appear⏰
 #Blackpink's cool #HowYouLikeThat look forward to the stage 🖤💖

I translate it to ppl who cant understand Korean.","[{'text': 'BLACKPINKINYOURAREA', 'indices': [17, 37]}, {'text': 'popular', 'indices': [62, 70]}, {'text': 'BLACKPINK', 'indices': [76, 86]}, {'text': 'Blackpink', 'indices': [101, 111]}, {'text': 'HowYouLikeThat', 'indices': [119, 134]}]"
the_mav_erick,the thin line between a “Genius” & a “Radical”,"Atlanta, GA",248,139,4643,2015-08-15 03:32:02,2020-07-05 05:41:22,1,"#Oneday I may get #popular on #socialmedia 

#Hashtags #subconsciously #trying #toget more followers is so #weird. 

I #appreciate the #technology side of it, but #hate the #societial #rules within it’s #space","[{'text': 'Oneday', 'indices': [0, 7]}, {'text': 'popular', 'indices': [18, 26]}, {'text': 'socialmedia', 'indices': [30, 42]}, {'text': 'Hashtags', 'indices': [45, 54]}, {'text': 'subconsciously', 'indices': [55, 70]}, {'text': 'trying', 'indices': [71, 78]}, {'text': 'toget', 'indices': [79, 85]}, {'text': 'weird', 'indices': [107, 113]}, {'text': 'appreciate', 'indices': [119, 130]}, {'text': 'technology', 'indices': [135, 146]}, {'text': 'hate', 'indices': [163, 168]}, {'text': 'societial', 'indices': [173, 183]}, {'text': 'rules', 'indices': [184, 190]}, {'text': 'space', 'indices': [203, 209]}]"
StaceyJ68573472,,,0,0,33,2020-05-29 11:22:14,2020-07-05 05:12:39,0,"If you have money, power, and status today, it is due to the century and place in which you were born, to your talents and capacities and health, none of which you earned. In short, all your resources are in the end the gift of God. #popular #topless https://t.co/7PwC11eSqX","[{'text': 'popular', 'indices': [233, 241]}, {'text': 'topless', 'indices': [242, 250]}]"
Chris_Kapanga,WE CLEAN IT ALL. Cleaning solutions and office hygiene specialist. #entrepreneur,Gauteng ,1828,1173,4314,2011-02-01 05:50:55,2020-07-05 04:37:27,30,"One of the most important things I learned from my #mentor was not to be swayed, taken in, pressurised by trends and ""everyone's doing it"" when whatever that #trend might be does not make absolute sense to you. Don't follow the #popular off a cliff.","[{'text': 'mentor', 'indices': [66, 73]}]"
HonourableHappy,Passionate Posts + Premier Products: https://t.co/zxtfLHmGjU Connect: https://t.co/3LhGJ3O3O5… Book/Music/Video/App Maker お問合せはサイトでお願いします: https://t.co/DdKSlTJ8hB,"Ottawa, Ontario",12798,48259,74533,2010-06-13 11:38:49,2020-07-05 04:29:48,12,"If you like classic hit rap, check this track! 

‘Fakers Gotta Go / Burnt In Ash [Explicit]’ on #SoundCloud #music #beats #popular #classic https://t.co/CqpaG0zXKc","[{'text': 'SoundCloud', 'indices': [117, 128]}, {'text': 'music', 'indices': [129, 135]}]"
SheilaF47739506,,,0,2,90,2020-05-27 17:25:57,2020-07-05 04:14:36,0,I know this woman.” “Who the hell is she?” He stared both his brothers down. “She’s mine. #shy #popular https://t.co/O5z55MgFrj,"[{'text': 'shy', 'indices': [90, 94]}, {'text': 'popular', 'indices': [95, 103]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-05 04:00:01,0,A bright fireball over Tokyo explodes with the force of 165 tons of TNT     - CNET #news #popular https://t.co/L67lfHspj4,"[{'text': 'news', 'indices': [83, 88]}, {'text': 'popular', 'indices': [89, 97]}]"
Tiffany29862667,,,0,5,158,2020-05-07 22:20:27,2020-07-05 02:32:53,0,"If your life flashed before your eyes right now, would it be worth watching? #popular #photo https://t.co/1VDwcOFJfk","[{'text': 'popular', 'indices': [77, 85]}, {'text': 'photo', 'indices': [86, 92]}]"
SarahPentilla,"@avrevolution - Music, Promo, World Revolution! You can send us your music vdeos here http://t.co/ftQH96o1bf",USA,3912,4342,18074,2013-11-09 14:40:19,2020-07-05 02:32:15,0,Take a look at AVRs #YouTube profile for Toby Keith https://t.co/IRsunZyGzX #popular #musician,"[{'text': 'YouTube', 'indices': [20, 28]}, {'text': 'popular', 'indices': [76, 84]}, {'text': 'musician', 'indices': [85, 94]}]"
RachelRosepower,"@avrevolution - Music, Promo, World Revolution! You can send us your music vdeos here http://t.co/ZTUris6YQb",UK,3241,4591,14919,2013-11-09 14:18:14,2020-07-05 02:28:55,0,Take a look at AVRs #Soundcloud profile for Azealia Banks https://t.co/pmRK1W9HJl #popular #musician,"[{'text': 'Soundcloud', 'indices': [20, 31]}, {'text': 'popular', 'indices': [82, 90]}, {'text': 'musician', 'indices': [91, 100]}]"
SteveMarriott8,"@avrevolution - Music, Promo, World Revolution! You can send us your music vdeos here http://t.co/BtJBwrC0YH",UK,2947,4006,17511,2013-11-09 13:57:53,2020-07-05 02:26:32,0,Take a look at AVRs #Songkick profile for Dot Rotten https://t.co/FieT7MCSXS #popular #musician,"[{'text': 'Songkick', 'indices': [20, 29]}, {'text': 'popular', 'indices': [77, 85]}, {'text': 'musician', 'indices': [86, 95]}]"
marketshirtcom,Online Clothing Store - Worldwide Clothing Center Custom Made Shirts,United States,17,9,794,2018-10-01 11:57:45,2020-07-05 01:23:25,0,"Like and Retweet if you want this Purple Rain Prince Vintage T-Shirt
Tag a friend who would love this!
Grab it fast---&gt; https://t.co/3yzc2BQQZi
#trending #sweatshirt #hoodie #graphic #ootd #gifts #outfit #need #popular https://t.co/Mf3A75Y9Fr","[{'text': 'trending', 'indices': [147, 156]}, {'text': 'sweatshirt', 'indices': [157, 168]}, {'text': 'hoodie', 'indices': [169, 176]}, {'text': 'graphic', 'indices': [177, 185]}, {'text': 'ootd', 'indices': [186, 191]}, {'text': 'gifts', 'indices': [192, 198]}, {'text': 'outfit', 'indices': [199, 206]}, {'text': 'need', 'indices': [207, 212]}, {'text': 'popular', 'indices': [213, 221]}]"
FoxyExpressions,"Digital Paper, Washi Tape, Clipart, Invitations, Custom Designs, and Much More. We keep prices low to increase your bottom line! Crafters welcome!","Rialto, CA",326,323,12770,2015-07-26 04:10:59,2020-07-05 01:16:51,0,Check out this hot item from Foxy Expressions! Get it today! https://t.co/1Qqm47VJUt #hotitem #foxyexpress #sale #popular https://t.co/SDfX1xgxvv https://t.co/nyKUpFBrNd,"[{'text': 'hotitem', 'indices': [85, 93]}, {'text': 'foxyexpress', 'indices': [94, 106]}, {'text': 'sale', 'indices': [107, 112]}, {'text': 'popular', 'indices': [113, 121]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-05 01:00:01,0,Why Didn't The Spanish Colonies Unify Like The United States Did? #news #popular https://t.co/9AAHGN1E0Q,"[{'text': 'news', 'indices': [66, 71]}, {'text': 'popular', 'indices': [72, 80]}]"
MiStorey3,✌🏽🤏🏽🤏🏽 uh occasion,,20,31,1108,2020-05-18 05:41:57,2020-07-05 00:34:25,5,"VISUAL OUT !!! #POPULAR ⭐️

https://t.co/PBVW2UR25D https://t.co/dL1cHBkJcD","[{'text': 'POPULAR', 'indices': [35, 43]}]"
AmandaK74117711,,,0,0,33,2020-05-29 12:33:41,2020-07-05 00:10:58,0,To build up a library is to create a life. It's never just a random collection of books. #popular #joke https://t.co/6GQKKNECEk,"[{'text': 'popular', 'indices': [89, 97]}, {'text': 'joke', 'indices': [98, 103]}]"
bklyn_hayshun,"Corn Meal & Beans Fed, Brooklyn Haitian Born & Bred Child of God. Actor playing myself in real life.
#drinkswellwithothers","Brooklyn, NY",909,372,7103,2009-05-05 20:49:27,2020-07-04 23:47:49,1,"https://t.co/RTz8zXdUjG

#CoronaVirusNewYork #Data  Sat July 4th
#Coronavirus #Pandemic #covid_19 #covid19 #NY #NYC #newyorkcity #nys #newyork #quarantine #picOfTheDay #photooftheday #chart #trending #videooftheday #instaday #instagood #instalike #BlackLivesMatter #blm #popular https://t.co/PCDlyYWy3K","[{'text': 'CoronaVirusNewYork', 'indices': [38, 57]}, {'text': 'Data', 'indices': [58, 63]}, {'text': 'Coronavirus', 'indices': [78, 90]}, {'text': 'Pandemic', 'indices': [91, 100]}, {'text': 'covid_19', 'indices': [101, 110]}, {'text': 'covid19', 'indices': [111, 119]}, {'text': 'NY', 'indices': [120, 123]}, {'text': 'NYC', 'indices': [124, 128]}]"
Cessnapilotmike,@BadYearMusic,"Milwaukee, WI",190,23,473,2017-01-03 14:34:17,2020-07-04 23:36:43,0,Truth. #badyearmke  #california #blackout #milwaukee #music #spotify #newsingle #spotifyplaylist #new #newsingle #chicago #midwest #newjams #4thofjulymusic #viral #trending #hashtags #popular #poppunk #melodic #american #america #makeamericapunkagain https://t.co/bi8w42YQys,"[{'text': 'badyearmke', 'indices': [7, 18]}, {'text': 'california', 'indices': [20, 31]}, {'text': 'blackout', 'indices': [32, 41]}, {'text': 'milwaukee', 'indices': [42, 52]}, {'text': 'music', 'indices': [53, 59]}, {'text': 'spotify', 'indices': [60, 68]}, {'text': 'newsingle', 'indices': [69, 79]}, {'text': 'spotifyplaylist', 'indices': [80, 96]}, {'text': 'new', 'indices': [97, 101]}, {'text': 'newsingle', 'indices': [102, 112]}, {'text': 'chicago', 'indices': [113, 121]}, {'text': 'midwest', 'indices': [122, 130]}, {'text': 'newjams', 'indices': [131, 139]}, {'text': '4thofjulymusic', 'indices': [140, 155]}, {'text': 'viral', 'indices': [156, 162]}, {'text': 'trending', 'indices': [163, 172]}, {'text': 'hashtags', 'indices': [173, 182]}, {'text': 'popular', 'indices': [183, 191]}, {'text': 'poppunk', 'indices': [192, 200]}, {'text': 'melodic', 'indices': [201, 209]}, {'text': 'american', 'indices': [210, 219]}, {'text': 'america', 'indices': [220, 228]}, {'text': 'makeamericapunkagain', 'indices': [229, 250]}]"
Stella_B_Foods,Taste outta this 🌍! 🤤  Gluten-free Breakfast Starters ▪️ Vegan friendly Meals▪️ Kosher Sultry Spices▪️ #STELLAR Signatures ▪️,"High Point, NC",327,115,2129,2016-02-25 02:20:24,2020-07-04 23:20:01,0,"Add our #popular Stella Bistro Foods Rustic Italian Sultry Spice to your #traditional #food dishes this #holiday #weekend! 
https://t.co/piujlKNm7a https://t.co/qKcBtQkbep","[{'text': 'popular', 'indices': [8, 16]}, {'text': 'traditional', 'indices': [73, 85]}, {'text': 'food', 'indices': [86, 91]}, {'text': 'holiday', 'indices': [104, 112]}, {'text': 'weekend', 'indices': [113, 121]}]"
FASHIONOTES,FASHIONOTES - The Future of Fashion. We cover the latest news & trends in #fashion + #technology + #sustainability | Founded by @lotusleafstyle,Global,915,17829,22965,2010-08-06 16:40:34,2020-07-04 22:38:15,0,"☁️Sky's the Limit☁️

Photo: @linatesch
Model: @__maragnes
.
.
•
#fashionmagazine #fashioneditorials #fashionweek #fashioneditorial #makeup #editorial #fashion #hautecouture #urbanfashion #vogue #pawnmag #fashionotes #sustainableliving #editorial #popular #blackmodels #instagram https://t.co/Z9eqi7W7nb","[{'text': 'fashionmagazine', 'indices': [64, 80]}, {'text': 'fashioneditorials', 'indices': [81, 99]}, {'text': 'fashionweek', 'indices': [100, 112]}, {'text': 'fashioneditorial', 'indices': [113, 130]}, {'text': 'makeup', 'indices': [131, 138]}, {'text': 'editorial', 'indices': [139, 149]}, {'text': 'fashion', 'indices': [150, 158]}, {'text': 'hautecouture', 'indices': [159, 172]}, {'text': 'urbanfashion', 'indices': [173, 186]}, {'text': 'vogue', 'indices': [187, 193]}, {'text': 'pawnmag', 'indices': [194, 202]}, {'text': 'fashionotes', 'indices': [203, 215]}, {'text': 'sustainableliving', 'indices': [216, 234]}, {'text': 'editorial', 'indices': [235, 245]}, {'text': 'popular', 'indices': [246, 254]}, {'text': 'blackmodels', 'indices': [255, 267]}, {'text': 'instagram', 'indices': [268, 278]}]"
Tatiflso,,The studio,255,256,3616,2020-02-22 01:00:47,2020-07-04 22:19:23,108,"𝐓𝐨𝐲𝐁𝐨𝐱𝐱 𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥 𝐄𝐧𝐭𝐫𝐚𝐧𝐜𝐞 &amp; 𝐒𝐡𝐨𝐰𝐜𝐚𝐬𝐞 𝐎𝐮𝐭 𝐍𝐨𝐰!🎁💝
https://t.co/GPGNWWKydP

𝑀𝑒𝑟𝑐𝒉 𝑊𝑖𝑙𝑙 𝐵𝑒 𝐴𝑣𝑎𝑖𝑙𝑎𝑏𝑙𝑒 𝑂𝑛 𝐶𝑜𝑚𝑚𝑢𝑛𝑖𝑡𝑦 𝐶𝑟𝑒𝑎𝑡𝑖𝑜𝑛𝑠!
#ToyBoxx #Popular #TheKourdielSisters https://t.co/hErDvIPkXV",[]
djFunny,https://t.co/He6APfL8rM underdog LetMyWorkSpeak4Me aDynamicFigure&innovator oftenSeenScalinWallsNcrushinICE Actor: JOKER GOTHAM HUNTERS MiB3 AnyGivenSunday twin https://t.co/aa7NdvEu1D,TIgerTail SVU AmericanGangster,260,2482,6592,2007-11-09 06:28:27,2020-07-04 22:16:59,1,"https://t.co/RTz8zXdUjG

#CoronaVirusNewYork #Data  Sat July 4th
#Coronavirus #Pandemic #covid_19 #covid19 #NY #NYC #newyorkcity #nys #newyork #quarantine #picOfTheDay #photooftheday #chart #trending #videooftheday #instaday #instagood #instalike #BlackLivesMatter #blm #popular https://t.co/PCDlyYWy3K","[{'text': 'CoronaVirusNewYork', 'indices': [25, 44]}, {'text': 'Data', 'indices': [45, 50]}, {'text': 'Coronavirus', 'indices': [65, 77]}, {'text': 'Pandemic', 'indices': [78, 87]}, {'text': 'covid_19', 'indices': [88, 97]}, {'text': 'covid19', 'indices': [98, 106]}, {'text': 'NY', 'indices': [107, 110]}, {'text': 'NYC', 'indices': [111, 115]}, {'text': 'newyorkcity', 'indices': [116, 128]}, {'text': 'nys', 'indices': [129, 133]}, {'text': 'newyork', 'indices': [134, 142]}, {'text': 'quarantine', 'indices': [143, 154]}, {'text': 'picOfTheDay', 'indices': [155, 167]}, {'text': 'photooftheday', 'indices': [168, 182]}, {'text': 'chart', 'indices': [183, 189]}, {'text': 'trending', 'indices': [190, 199]}, {'text': 'videooftheday', 'indices': [200, 214]}, {'text': 'instaday', 'indices': [215, 224]}, {'text': 'instagood', 'indices': [225, 235]}, {'text': 'instalike', 'indices': [236, 246]}, {'text': 'BlackLivesMatter', 'indices': [247, 264]}, {'text': 'blm', 'indices': [265, 269]}, {'text': 'popular', 'indices': [270, 278]}]"
